column00,testGroup,device,browser,browserVersion,userAgent,users,newUsers,sessions,pis,acceleratedPis,addToCartEvents,creditcardPaymentEvent,paypalPaymentEvent,applepayPaymentEvent,conversions
109,SpeedKit,Robot,Edge,83.0.478.45,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36 Edg/83.0.478.45",1,1,1,1,0,0,0,0,0,0
110,Control,Mobile,Chrome,103,"Mozilla/5.0 (Linux; Android 10; CPH2001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",1,0,1,1,0,0,0,0,0,0
111,SpeedKit,Desktop,Edge,117,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 Edg/117.0.2045.60/8mqPtVuL-9",1,0,1,1,1,0,0,0,0,0
112,SpeedKit,Mobile,Chrome,104,"Mozilla/5.0 (Linux; Android 13; SM-A045F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
113,SpeedKit,Mobile,Chrome,91.0.4472.101,"Mozilla/5.0 (Linux; Android 10; Redmi Note 9 Pro Max) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.101 Mobile Safari/537.36",1,0,1,1,0,0,0,0,0,0
114,Control,Tablet,Chrome,81.0.4044.117,"Mozilla/5.0 (Linux; Android 7.1.1; T2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.117 Safari/537.36",1,0,1,1,0,0,0,0,0,0
115,Control,Robot,Chrome,103.0.5058.0,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/103.0.5058.0 Safari/537.36",1,1,1,1,0,0,0,0,0,0
116,Control,Mobile,Chrome,91.0.4472.88,"Mozilla/5.0 (Linux; U; Android 13; en-gb; RMX3686 Build/SP1A.210812.016) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.88 Mobile Safari/537.36 HeyTapBrowser/45.9.5.9.1",1,1,1,1,0,0,0,0,0,0
117,Control,Mobile,Chrome,104.0.5112.102,"Mozilla/5.0 (Linux; arm_64; Android 13; SM-G780G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.102 YaApp_Android/22.91.1 YaSearchBrowser/22.91.1 BroPP/1.0 SA/3 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
118,SpeedKit,Mobile,Chrome,107,"Mozilla/5.0 (Linux; Android 12; SM-A415F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Mobile Safari/537.36",1,0,1,4,2,1,0,0,0,0
119,Control,Mobile,Chrome,105,"Mozilla/5.0 (Linux; Android 13; CPH2527) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Mobile Safari/537.36 Carbon",1,1,1,1,0,0,0,0,0,0
120,Control,Mobile,Chrome,96.0.4664.104,"Mozilla/5.0 (Linux; Android 8.1.0; vivo 1811) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
121,Control,Mobile,Chrome,104,"Mozilla/5.0 (Linux; Android 13; RMX3471) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
122,SpeedKit,Robot,Edge,81.0.416.88,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36 Edg/81.0.416.88",1,1,1,1,0,0,0,0,0,0
123,SpeedKit,Mobile,Chrome,103,"Mozilla/5.0 (Linux; Android 10; Infinix X692) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
124,SpeedKit,Desktop,Edge,117,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36 Edg/117.0.2045.60 LikeWise/100.6.5395.96",1,1,1,3,2,0,0,0,0,0
125,Control,Mobile,Chrome,99.0.4844.88,"Mozilla/5.0 (Linux; Android 11; CPH2001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.88 Mobile Safari/537.36",1,0,1,1,0,0,0,0,0,0
126,Control,Mobile,Chrome,87.0.4280.141,"Mozilla/5.0 (Linux; Android 11; V2146) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
127,Control,Mobile,Chrome,96.0.4664.45,"Mozilla/5.0 (Linux; Android 10; Redmi Note 7 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Mobile Safari/537.36",1,1,1,9,0,0,0,0,0,0
128,Control,Mobile,Chrome,74.0.3729.136,"Mozilla/5.0 (Linux; Android 9; POT-LX1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.136 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
129,SpeedKit,Mobile,Chrome,94.0.4606.71,"Mozilla/5.0 (Linux; Android 10; CLT-L09) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36",1,0,1,1,0,0,0,0,0,0
130,Control,Mobile,Chrome,108,"Mozilla/5.0 (Linux; Android 13; SM-F936B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36",2,0,2,4,0,0,0,0,0,0
131,SpeedKit,Mobile,Chrome,91.0.4472.88,"Mozilla/5.0 (Linux; U; Android 11; en-us; RMX2001 Build/RP1A.200720.011) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.88 Mobile Safari/537.36 HeyTapBrowser/45.9.3.1.1",1,0,1,1,1,0,0,0,0,0
132,Control,Mobile,Chrome,92.0.4515.131,"Mozilla/5.0 (Linux; Android 11; CPH2321) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Mobile Safari/537.36",1,1,1,2,0,0,0,0,0,0
133,Control,Mobile,Chrome,79.0.3945.116,"Mozilla/5.0 (Linux; Android 9; ANE-LX1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.116 Mobile Safari/537.36",1,0,1,1,0,0,0,0,0,0
134,SpeedKit,Mobile,Chrome,86.0.4240.110,"Mozilla/5.0 (Linux; Android 10; Redmi Note 9 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.110 Mobile Safari/537.36",1,0,1,1,0,0,0,0,0,0
135,Control,Mobile,Chrome,81.0.4044.138,"Mozilla/5.0 (Linux; Android 10; CPH1911) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
136,SpeedKit,Mobile,Chrome,100.0.4896.127,"Mozilla/5.0 (Linux; Android 11; SM-M115F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
137,Control,Mobile,Safari,17.0.1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0.1 Mobile/15E148 Safari/604.1",35857,26863,43753,85439,5,3512,303,95,165,602
138,Control,Desktop,Chrome,85.0.4183.121,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36",487,487,487,502,0,0,0,0,0,0
139,Control,Robot,Chrome,110,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",1705,1704,1705,1713,0,0,0,0,0,0
140,SpeedKit,Mobile,Chrome,105,"Mozilla/5.0 (Linux; Android 10; CPH1931) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Mobile Safari/537.36",1,1,1,2,0,0,0,0,0,0
141,SpeedKit,Robot,Chrome,76.0.3809.87,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.87 Safari/537.36",1402,1402,1402,1488,44,0,0,0,0,0
142,SpeedKit,Mobile,Chrome iOS,117.0.5938.117,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/117.0.5938.117 Mobile/15E148 Safari/604.1",207,126,284,615,156,28,5,1,0,10
143,Control,Desktop,Chrome,108,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",298,283,314,498,0,27,4,0,0,10
144,Control,Mobile,Chrome iOS,116.0.5845.177,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/116.0.5845.177 Mobile/15E148 Safari/604.1",44,28,56,118,0,4,0,1,0,1
145,SpeedKit,Desktop,Safari,15.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",150,117,188,428,105,24,4,0,0,6
146,Control,Mobile,Edge,117,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36 EdgA/117.0.2045.38",100,47,125,220,3,10,0,1,0,1
147,SpeedKit,Tablet,Chrome iOS,117.0.5938.117,"Mozilla/5.0 (iPad; CPU OS 16_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/117.0.5938.117 Mobile/15E148 Safari/604.1",59,44,74,214,72,11,3,1,0,1
148,SpeedKit,Mobile,Chrome,109,"Mozilla/5.0 (Linux; Android 11; RMX1971) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36",3,2,5,5,1,0,0,0,0,0
149,SpeedKit,Mobile,Chrome,96.0.4664.104,"Mozilla/5.0 (Linux; Android 10; POCO M2 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36",1,0,1,1,0,0,0,0,0,0
150,Control,Robot,Chrome,110.0.5387.155,"Mozilla/5.0 (Windows NT 10.0; Win64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.5387.155 Safari/537.36",32,32,32,32,0,0,0,0,0,0
151,SpeedKit,Robot,Chrome,115,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36  PTST",6,6,6,6,0,0,0,0,0,0
152,SpeedKit,Desktop,Chrome,79.0.3945.130,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",17,17,17,17,0,0,0,0,0,0
153,Control,Mobile,Chrome,103,"Mozilla/5.0 (Linux; Android 9; Redmi Note 8 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",1,1,1,3,0,0,0,0,0,0
154,Control,Robot,Safari,16.3,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1",48,35,50,99,0,2,0,0,0,0
155,SpeedKit,Desktop,Opera,100.0.0.0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 OPR/100.0.0.0",6,5,6,12,3,0,0,0,0,0
156,SpeedKit,Mobile,Chrome iOS,114.0.5735.124,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/114.0.5735.124 Mobile/15E148 Safari/604.1",1,1,3,12,2,2,0,0,0,0
157,SpeedKit,Tablet,Chrome iOS,114.0.5735.124,"Mozilla/5.0 (iPad; CPU OS 16_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/114.0.5735.124 Mobile/15E148 Safari/604.1",4,3,4,6,2,0,0,0,0,0
158,Control,Desktop,Chrome,101,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36",7,3,9,11,0,0,0,0,0,0
159,Control,Mobile,Safari,14.0.1,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.1 Mobile/15E148 Safari/604.1",9,4,13,32,0,1,0,0,0,0
160,Control,Mobile,Chrome,104,"Mozilla/5.0 (Linux; Android 13; 2107113SI) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36",1,0,2,5,0,0,0,0,0,0
161,Control,Mobile,Chrome,103,"Mozilla/5.0 (Linux; Android 12; POCO M2 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",6,4,8,18,0,1,0,0,0,0
162,SpeedKit,Robot,Safari,14.0.3,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_16) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",1,1,1,1,0,0,0,0,0,0
163,Control,Mobile,Chrome,104,"Mozilla/5.0 (Linux; Android 13; V2109) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36",7,3,9,17,0,1,0,0,0,0
164,Control,Desktop,Edge,114,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Edg/114.0.1823.82",10,8,11,52,0,2,1,0,0,1
165,Control,Mobile,Chrome,91.0.4472.101,"Mozilla/5.0 (Linux; Android 8.1.0; vivo 1820) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.101 Mobile Safari/537.36",3,3,3,3,0,0,0,0,0,0
166,Control,Mobile,Chrome,98.0.4758.101,"Mozilla/5.0 (Linux; Android 10; CLT-L29) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.101 Mobile Safari/537.36",1,1,2,7,0,0,0,0,0,0
167,SpeedKit,Desktop,Safari,16.4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 DuckDuckGo/7 Safari/605.1.15",1,1,2,6,2,0,0,0,0,0
168,Control,Mobile,Chrome iOS,116.0.5845.103,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/116.0.5845.103 Mobile/15E148 Safari/604.1",8,7,10,26,0,0,0,0,0,0
169,Control,Mobile,Chrome,88.0.4324.181,"Mozilla/5.0 (Linux; Android 11; moto g(9) power) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.181 Mobile Safari/537.36",2,1,3,4,0,0,0,0,0,0
170,SpeedKit,Desktop,Edge,114,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Edg/114.0.1823.82",16,12,18,32,5,2,1,0,0,1
171,SpeedKit,Mobile,Chrome iOS,112.0.5615.167,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/112.0.5615.167 Mobile/15E148 Safari/604.1",1,1,1,1,0,0,0,0,0,0
172,SpeedKit,Mobile,Chrome iOS,86.0.4240.93,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/86.0.4240.93 Mobile/15E148 Safari/604.1",7,5,9,14,0,0,0,0,0,0
173,SpeedKit,Mobile,Chrome,97.0.4692.98,"Mozilla/5.0 (Linux; Android 11; RMX3268) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.98 Mobile Safari/537.36",5,3,6,10,3,0,0,0,0,0
174,SpeedKit,Mobile,Chrome,80.0.3987.99,"Mozilla/5.0 (Linux; Android 10; TECNO KE6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.99 Mobile Safari/537.36",5,5,6,6,0,0,0,0,0,0
175,Control,Robot,Chrome,80.0.3987.106,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.106 Safari/537.36",1,1,1,1,0,0,0,0,0,0
176,SpeedKit,Mobile,Chrome,104.0.5112.102,"Mozilla/5.0 (Linux; Android 13; SM-G981B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.102 Mobile Safari/537.36 ",1,0,1,1,0,0,0,0,0,0
177,Control,Mobile,Chrome,108,"Mozilla/5.0 (Linux; Android 13; SM-A225F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36",2,2,3,6,0,0,0,0,0,0
178,SpeedKit,Desktop,Edge,110,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63",4,3,4,27,5,1,0,1,0,1
179,Control,Mobile,Chrome,89.0.4389.105,"Mozilla/5.0 (Linux; Android 10; CPH1881) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.105 Mobile Safari/537.36",2,2,2,4,0,0,0,0,0,0
180,Control,Mobile,Chrome,108,"Mozilla/5.0 (Linux; Android 12; V2140) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
181,SpeedKit,Mobile,Chrome,83.0.4103.106,"Mozilla/5.0 (Linux; Android 11; V2026) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Mobile Safari/537.36",2,0,4,7,2,0,0,0,0,0
182,Control,Mobile,Chrome,103,"Mozilla/5.0 (Linux; Android 12; 22071219CI) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Mobile Safari/537.36",2,0,5,9,0,0,0,0,0,0
183,Control,Mobile,Chrome,106,"Mozilla/5.0 (Linux; Android 10; Infinix X655D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Mobile Safari/537.36",1,1,1,2,0,0,0,0,0,0
184,Control,Robot,Safari,8.3.0.1069,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6.1 Mobile/15E148 Safari/604.1 (Ecosia ios@8.3.0.1069)",1,0,1,1,0,0,0,0,0,0
185,SpeedKit,Mobile,Chrome,105,"Mozilla/5.0 (Linux; Android 10; Redmi 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Mobile Safari/537.36",1,0,1,3,1,0,0,0,0,0
186,Control,Robot,Chrome,96.0.4664.45,"Mozilla/5.0 (Linux; 12; Mi Note 10 Lite) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
187,SpeedKit,Tablet,Chrome,103,"Mozilla/5.0 (Linux; Android 12; 22081283G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1,1,1,2,0,0,0,0,0,0
188,Control,Mobile,Chrome iOS,114.0.5735.124,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/114.0.5735.124 Mobile/15E148 Safari/604.1",2,1,2,2,0,0,0,0,0,0
189,SpeedKit,Tablet,Chrome,80.0.3987.99,"Mozilla/5.0 (Linux; Android 10; RMX2030) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.99 Safari/537.36",1,0,1,1,0,0,0,0,0,0
190,SpeedKit,Mobile,Chrome,109,"Mozilla/5.0 (Linux; Android 13; SM-A715F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36",1,0,1,1,1,0,0,0,0,0
191,Control,Robot,Chrome,60.0.3112.50,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.50 Safari/537.36",1,1,1,1,0,0,0,0,0,0
192,SpeedKit,Mobile,Chrome,105,"Mozilla/5.0 (Linux; Android 8.1.0; vivo 1820) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Mobile Safari/537.36",2,1,2,3,1,0,0,0,0,0
193,Control,Mobile,Chrome,89.0.4389.105,"Mozilla/5.0 (Linux; Android 9; CPH2015) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.105 Mobile Safari/537.36",1,1,1,2,0,0,0,0,0,0
194,Control,Desktop,Chrome,104,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",15,10,16,35,0,2,1,0,0,1
195,Control,Robot,Chrome,79.0.3945.0,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/79.0.3945.0 Safari/537.36",2,2,2,2,0,0,0,0,0,0
196,Control,Mobile,Chrome,104,"Mozilla/5.0 (Linux; Android 13; ASUS_I006D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Mobile Safari/537.36",1,0,1,9,0,0,0,0,0,0
197,Control,Tablet,Safari,13.0.5,"Mozilla/5.0 (iPad; CPU OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",2,1,2,4,0,0,0,0,0,0
198,SpeedKit,Mobile,Chrome,92.0.4515.131,"Mozilla/5.0 (Linux; Android 11; LM-K520) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Mobile Safari/537.36",1,0,1,2,2,0,0,0,0,0
199,SpeedKit,Mobile,Chrome,91.0.4472.88,"Mozilla/5.0 (Linux; U; Android 11; en-us; CPH1937 Build/RKQ1.200903.002) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.88 Mobile Safari/537.36 HeyTapBrowser/45.9.5.1.1",7,3,7,14,4,0,0,0,0,0
200,Control,Mobile,Chrome,87.0.4280.101,"Mozilla/5.0 (Linux; Android 10; RMX3171) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36",2,0,3,23,0,1,0,0,0,0
201,SpeedKit,Mobile,Chrome,101.0.4951.74,"Mozilla/5.0 (Linux; Android 13; Pixel 4 XL Build/TP1A.221005.002.B2) AppleWebKit/537.36 (KHTML, like Gecko)  Chrome/101.0.4951.74 Mobile Safari/537.36",1,0,1,1,0,0,0,0,0,0
202,SpeedKit,Desktop,Chrome,100.0.4896.127,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/100.0.4896.127 Safari/537.36,1,1,1,1,0,0,0,0,0,0
203,SpeedKit,Mobile,Chrome,83.0.4103.120,"Mozilla/5.0 (Linux; Android 11; Redmi Note 7 Build/RQ1A.210105.003) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.120 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
204,Control,Mobile,Chrome,109,"Mozilla/5.0 (Linux; Android 10; HMA-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36",1,0,1,3,0,0,0,0,0,0
205,SpeedKit,Mobile,Chrome,105,"Mozilla/5.0 (Linux; Android 10; M2006C3LII) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
206,Control,Mobile,Chrome iOS,114.0.5735.99,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/114.0.5735.99 Mobile/15E148 Safari/604.1",2,1,2,11,0,0,0,0,0,0
207,SpeedKit,Mobile,Chrome,109,"Mozilla/5.0 (Linux; Android 12; CPH2325) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36",1,0,1,1,0,0,0,0,0,0
208,Control,Tablet,Chrome,103,"Mozilla/5.0 (Linux; Android 6.0; Lenovo TAB 2 A10-70F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1,1,1,1,0,0,0,0,0,0
209,Control,Mobile,Safari,16.6,"Mozilla/5.0 (iPad; CPU OS 16_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",1,1,1,1,0,0,0,0,0,0
210,SpeedKit,Mobile,Chrome,108,"Mozilla/5.0 (Linux; Android 11; 2201117SY) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
211,SpeedKit,Robot,Chrome,91.0.4472.124,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",3,3,3,6,0,0,0,0,0,0
212,SpeedKit,Mobile,Chrome,96.0.4664.104,"Mozilla/5.0 (Linux; Android 11; SM-A205F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36",2,1,3,5,1,0,0,0,0,0
213,SpeedKit,Mobile,Chrome,91.0.4472.88,"Mozilla/5.0 (Linux; U; Android 13; en-in; RMX3242 Build/TP1A.220905.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.88 Mobile Safari/537.36 HeyTapBrowser/45.9.5.1.1",1,0,1,2,1,0,0,0,0,0
214,Control,Tablet,Chrome iOS,105.0.5195.147,"Mozilla/5.0 (iPad; CPU OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/105.0.5195.147 Mobile/15E148 Safari/604.1",1,0,1,1,0,0,0,0,0,0
215,SpeedKit,Mobile,Chrome,91.0.4472.114,"Mozilla/5.0 (Linux; Android 12; V2124) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",1,0,1,1,0,0,0,0,0,0
216,Control,Mobile,Chrome,106,"Mozilla/5.0 (Linux; Android 11; M2006C3LG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Mobile Safari/537.36",1,0,1,2,0,0,0,0,0,0
217,Control,Mobile,Chrome,96.0.4664.104,"Mozilla/5.0 (Linux; Android 11; motorola edge 20 pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36",1,1,1,1,0,0,0,0,0,0
218,Control,Mobile,Chrome,109,"Mozilla/5.0 (Linux; Android 12; SM-M315F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36",2,2,2,3,0,0,0,0,0,0
